Product,Quantity,Price
Aarong Dairy Butter,200 gm,৳ 185
Amul Pasteurised Butter,200 gm,৳ 355
Amul Butter Blister,10 pcs,৳ 200
Amul Choco Buttery Spread,200 gm,৳ 260
Amul Salted Butter,200 gm,৳ 350
Red Cow Butter Oil,400 gm,৳ 500
Lurpak Butter Unsalted,200 gm,৳ 375
Amul Salted butter,500 gm,৳ 700
Dhaka Dough Sugar Free Almond Butter,200 gm,৳ 650
Lurpak Butter Salted,200 gm,৳ 375
