Product,Quantity,Price
Knorr Thai Soup,28 gm,৳ 40
Knorr Soup Hot and Sour Chicken,31 gm,৳ 40
Knorr Chicken Cube,20 gm,৳ 30
Knorr Soup Chicken Corn,24 gm,৳ 40
Nestlé MAGGI Healthy Soup Corn With Chicken Flavor (25 gm*4),4 pcs,৳ 160
Nestlé Maggi Healthy Thai Soup (35 gm*4),4 pcs,৳ 160
Nestlé MAGGI Shaad-e Magic Seasoning (4 gm*12),12 pcs,৳ 60
Nestlé MAGGI Healthy Soup Vegetables (25 gm*4),4 pcs,৳ 160
